name,brand,category,subcategory,oliveyoung_id,oliveyoung_rank,source_url,raw_ingredients_text
제로이드 핌프로브 레드 컨트롤 크림,제로이드,skincare,cream,A000000249580,23,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249580&dispCatNo=100000100010015&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%81%AC%EB%A6%BC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=24,"정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 호호바씨오일, 세테아릴알코올, 솔비탄스테아레이트, 1,2-헥산다이올, 스테아릭애씨드, 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이, 글리세릴스테아레이트, 다이메티콘, 폴리글리세릴-6다이스테아레이트, 피토스테롤, 토코페릴아세테이트, 카보머, 호호바에스터, 올레아마이드엠이에이, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 폴리글리세릴-3비즈왁스, 세틸알코올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 소듐하이알루로네이트, 잔탄검, 카프릴릴글라이콜"
파티온 노스카나인 트러블 크림,파티온,skincare,cream,A000000232304,24,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000232304&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%ED%81%AC%EB%A6%BC_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=26,"정제수, 글리세린, 메도우폼씨오일, 카프릴릭/카프릭트라이글리세라이드, 비닐다이메티콘, 다이글리세린, 폴리글리세릴-3다이스테아레이트, 세테아릴알코올, 1,2-헥산다이올, 펜틸렌글라이콜, 클로렐라 불가리스추출물, 소듐헤파린, 쑥잎추출물, 병풀추출물, 펜타에리스리틸테트라에틸헥사노에이트, 하이드로제네이티드쌀겨오일, 하이드로제네이티드레시틴, 세테아릴올리베이트, 소듐스테아로일글루타메이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리글리세릴-2스테아레이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아이소도데케인, 하이드록시아세토페논, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글루코오스, 솔비탄올리베이트, 글리세릴스테아레이트, 판테놀, 글리세릴스테아레이트시트레이트, 부틸렌글라이콜, 프룩토올리고사카라이드, 프룩토오스, 스테아릭애씨드, 석시닉애씨드, 다이메티콘/비닐다이메티콘크로스폴리머, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 소듐파이테이트, 솔비탄아이소스테아레이트, 폴리글리세릴-10스테아레이트, 다이프로필렌글라이콜, 세라마이드엔피, 알란토인, 베타-글루칸, 폴리글리세릴-10라우레이트, 세라마이드엔에스, 콜레스테롤, 에틸헥실글리세린, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 스쿠알란, 세라마이드이오피, 카프릴릴/카프릴글루코사이드, 스테아릴알코올, 잔탄검"
오브제 포어 제로 프레쉬 올인원,오브제,skincare,lotion,A000000230537,1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230537&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1,"정제수, 버지니아풍년화수, 글리세린, 나이아신아마이드, 아이소도데케인, 하이드로제네이티드폴리데센, 아데노신, 병풀추출물, 무화과추출물, 카우슬립추출물, 베타-글루칸, 세라마이드엔피, 판테놀, 바쿠치올, 티트리잎수, 토코페롤, 엑토인, 4-터피네올, 에난티아 클로란타껍질추출물, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 티트리잎오일, 티트리추출물, 올레아놀릭애씨드, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 메틸프로판다이올, 하이드록시아세토페논, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알지닌, 에틸헥실글리세린, 부틸렌글라이콜, 다이소듐이디티에이, 수크로오스, 하이드로제네이티드레시틴, 1,2-헥산다이올, 향료"
온그리디언츠 스킨 베리어 카밍 로션 이엑스,온그리디언츠,skincare,lotion,A000000243499,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000243499&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2,"정제수, 프로판다이올, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 부틸렌글라이콜, 세틸에틸헥사노에이트, 페닐트라이메티콘, 1,2-헥산다이올, 폴리솔베이트60, 알지닌, 카보머, 하이드록시에틸우레아, 하이드록시아세토페논, 황련뿌리추출물, 에틸헥실글리세린, 호호바씨오일, 판테놀, 칸디다봄비콜라/글루코오스/메틸레이프씨데이트발효물, 해바라기씨오일, 다이프로필렌글라이콜, 소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 세라마이드엔피, 하이드로제네이티드레시틴, 하이드롤라이즈드콜라겐, 펜틸렌글라이콜, 에톡시다이글라이콜, 레시틴, 소듐하이알루로네이트크로스폴리머, 아세틸글루타민, 보리지추출물, 몰로키아잎추출물, 당근추출물, 마테잎추출물, 마데카소사이드, 판토테닉애씨드, 데실글루코사이드, 아시아티코사이드, 바실러스/소이빈발효추출물, 아시아틱애씨드, 카프릴릴글라이콜, 마데카식애씨드, 폴리글루타믹애씨드, 자일로오스, 폴릭애씨드, 병풀추출물, 헥사펩타이드-11, 올리고펩타이드-1, 올리고펩타이드-2, 올리고펩타이드-3, 아세틸헥사펩타이드-8, 귀리펩타이드, 카퍼트라이펩타이드-1, 팔미토일헥사펩타이드-12, 팔미토일펜타펩타이드-4, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 트라이펩타이드-1"
제로이드 수딩 로션,제로이드,skincare,lotion,A000000253725,3,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000253725&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=3,"정제수, 글리세린, 프로판다이올, 카프릴릭/카프릭트라이글리세라이드, 솔비탄스테아레이트, 세테아릴알코올 ,잇꽃씨오일, 글리세릴스테아레이트, 다이메티콘, 스테아릭애씨드, 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이, 메틸카프로오일타이로지네이트, 피토스테롤, 토코페릴아세테이트, 비사보롤, 잔탄검, 소듐하이알루로네이트, 카보머, 알지닌, 1,2-헥산다이올, 카프릴릴글라이콜, 트로폴론"
토리든 밸런스풀 포맨 시카 프레쉬 올인원,토리든,skincare,lotion,A000000228952,4,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000228952&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=4,"정제수, 글리세린, 나이아신아마이드, 프로판다이올, 1,2-헥산다이올, 베타인, 판테놀(2000ppm), 병풀추출물(502ppm), 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 마데카소사이드, 아데노신, 알란토인, 쓴풀추출물, 푸른연꽃추출물, 락토바실러스발효물, 접시꽃추출물, 알지닌, 칼슘판토테네이트, 징크피씨에이, 팔미토일다이펩타이드-7, 아세틸헥사펩타이드-8, 히비스커스꽃추출물, 참마뿌리추출물, 제비꽃꽃추출물, 박하추출물, 글리세릴글루코사이드, 폴리글리세린-3, 다이포타슘글리시리제이트, 카르노신, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 솔비탄아이소스테아레이트, 2,3-부탄다이올, 아이소펜틸다이올, 폴리글리세릴-4올리에이트, 옥틸도데칸올, 페닐트라이메티콘, 카프릴로일살리실릭애씨드, 글루코닉애씨드, 비닐다이메티콘, 카프릴릴메티콘, 폴리실리콘-11, 소듐스테아로일글루타메이트, 소듐서팩틴, 소듐아세테이트, 솔비탄스테아레이트, 피토스테롤, 카보머, 에틸헥실글리세린, 콥티스뿌리추출물, 말라카이트추출물"
에스트라 아토베리어365 로션,에스트라,skincare,lotion,A000000198321,5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000198321&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=5,"정제수, 부틸렌글라이콜, 글리세린, 다이메티콘, 스쿠알란, 펜타에리스리틸테트라아이소스테아레이트, 베타인, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 카프릴릭/카프릭트라이글리세라이드, 팔미틱애씨드, 1,2-헥산다이올, 스테아릭애씨드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 글리세릴스테아레이트, 하이드록시프로필비스팔미타마이드엠이에이, 글리세릴스테아레이트시트레이트, 콜레스테롤, 나이아신아마이드, 다이메티콘올, 하이드록시프로필비스라우라마이드엠이에이, 베헤닐알코올, 글리세릴카프릴레이트, 카보머, 다이소듐이디티에이, 에틸헥실글리세린, 트로메타민, 솔비탄아이소스테아레이트, 피토스핑고신, 만니톨, 세라마이드엔피, 토코페롤, 하이드로제네이티드레시틴, 아크릴레이트/암모늄메타크릴레이트코폴리머, 실리카, 스핑고리피드, 아라키딕애씨드, 올레익애씨드"
아이디얼포맨 퍼펙트 올인원,아이디얼포맨,skincare,lotion,A000000228228,6,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000228228&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6,"정제수,글리세린,에틸헥실스테아레이트,1,2-헥산다이올,메틸프로판다이올,나이아신아마이드,메틸트라이메티콘,변성알코올,폴리글리세릴-3다이스테아레이트,베타인,세테아릴알코올,판테놀,다시마추출물,한련초잎추출물,콜라겐추출물,소듐하이알루로네이트,하이드로제네이티드레시틴,글리세릴스테아레이트,카보머,다이프로필렌글라이콜,알지닌,글리세릴스테아레이트시트레이트,에틸헥실글리세린,소듐스테아로일글루타메이트,아데노신,스키조사카로미세스발효여과물,다이소듐이디티에이,프룩토올리고사카라이드,부틸렌글라이콜,베타-글루칸,하이드롤라이즈드하이알루로닉애씨드,카프릴릭/카프릭트라이글리세라이드,레티놀,에이치디아이/트라이메틸올헥실락톤크로스폴리머,하이드롤라이즈드엘라스틴,폴리비닐알코올,토코페롤,카프릴릴글라이콜,아세틸테트라펩타이드-5,잔탄검,페닐프로판올,향료"
우르오스 올인원 스킨밀크,우르오스,skincare,lotion,A000000006565,7,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000006565&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=13,"정제수, 글리세린, 하이드로제네이티드폴리(C6-12올레핀), 에탄올, 폴리글리세릴-10아이소스테아레이트, 아데노신포스페이트, 하이드록시프로필사이클로덱스트린, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 부틸렌글라이콜, 글리세릴카프릴레이트, 폴리글리세릴-10스테아레이트, 소듐아이소스테아로일락테이트, 소듐락테이트, 소듐하이드록사이드, 클로브꽃추출물, 사철쑥꽃추출물, 스타아니스열매/씨오일, 서양측백나무잎오일, 아틀라스시다나무껍질오일, 라반딘오일, 라임전초오일, 페퍼민트오일, 구주소나무잎오일, 로즈마리잎오일, 터펜틴, 리날룰, 리모넨"
닥터지 레드 블레미쉬 포 맨 진정 올인원,닥터지,skincare,lotion,A000000223781,8,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223781&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=8,"정제수, 나이아신아마이드, 카프릴릴메티콘, 메틸프로판다이올, 아이소도데케인, 1,2-헥산다이올, 다이프로필렌글라이콜, 프로판다이올, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리(C6-14올레핀), 폴리글리세릴-2스테아레이트, C14-22알코올, 다이메티콘/비닐다이메티콘크로스폴리머, 글리세릴스테아레이트, C12-16알코올, 부틸렌글라이콜, 스테아릴알코올, 소듐폴리아크릴로일다이메틸타우레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 팔미틱애씨드, 하이드로제네이티드레시틴, C12-20알킬글루코사이드, 소듐하이알루로네이트, 아데노신, 트로메타민, 병풀추출물, 잔탄검, 호장근뿌리추출물, 황금추출물, 다이소듐이디티에이, 녹차추출물, 스페인감초뿌리추출물, 로즈마리잎추출물, 마트리카리아꽃추출물, 글루코노락톤, 마데카소사이드, 말토덱스트린, 세라마이드엔피, 티트리잎오일, 화이트티트리잎추출물, 스키산드라 스페난테라열매추출물, 아보카도열매추출물, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 다시마추출물, 당느릅나무뿌리추출물, 알로에베라잎추출물, 제비꽃꽃추출물, 참마뿌리추출물"
아이오페 맨 올데이 퍼펙트 올인원,아이오페,skincare,lotion,A000000184697,9,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184697&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=9,"정제수, 글리세린, 베타인, 변성알코올, 다이프로필렌글라 이콜, 사이클로펜타실록세인, 나이아신아마이드, 1,2-헥산 다이올, 실리카, 사이클로헥사실록세인, 세테아릴알코올, 다이메티콘올, 아크릴레이트/C10-30알킬아크릴레이트 크로스폴리머, 글리세릴스테아레이트, 트로메타민, 향료, 하이드로제네이티드레시틴, 토코페롤, 글리세릴카프릴레 이트, 프로판다이올, 스테아릭애씨드, 폴리글리세릴-3메 틸글루코오스다이스테아레이트, 팔미틱애씨드, 에틸헥실 글리세린, 멘톡시프로판다이올, 아데노신, 펜틸렌글라이 콜, 덱스트린, 다이소듐이디티에이, 페퍼민트추출물, 바이 오사카라이드검-1, 맥주효모추출물, 미리스틱애씨드, 라 우릭애씨드"
라운드랩 1025 독도 로션,라운드랩,skincare,lotion,A000000161508,10,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000161508&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=10,"정제수, 글리세린, 퀸즈랜드넛오일, 1,2-헥산다이올, 펜틸렌글라이콜, 아이리쉬모스추출물, 사탕수수추출물, 해수, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 판테놀, 스쿠알란, 부틸렌글라이콜, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 글리세릴스테아레이트, 하이드로제네이티드폴리데센, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 호호바에스터, 카프릴릴글라이콜, 트로메타민, 소듐파이테이트, 토코페롤, 소듐카복시메틸베타-글루칸, 에틸헥실글리세린, 세테아릴알코올, 카보머"
피지오겔 DMT 페이셜 로션,피지오겔,skincare,lotion,A000000243680,11,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000243680&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=11,"정제수, 카프릴릭/카프릭트리글리세라이드,, 글리세린, 펜틸렌글라이콜, 코코넛오일, 기름야자오일, 쉐어버터, 올리브오일, 하이드로제네이티드레시틴, 하이드록시에칠셀룰로오스, 카프릴릴글라이콜, 잔탄검, 스쿠알란, 카보머, 소듐카보머, 세라마이드3"
닥터지 더모이스처 배리어 D 로션,닥터지,skincare,lotion,A000000198539,12,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000198539&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=12,"정제수, 프로판다이올, 하이드로제네이티드폴리데센, 스쿠알란, 폴리글리세릴-3다이스테아레이트, 글리세린, 비닐다이메티콘, 실리카, 솔비탄스테아레이트, 1,2-헥산다이올, 세테아릴올리베이트, 세라마이드엔피, 카프릴릴글라이콜, 솔비탄올리베이트, 올리브오일불검화물, 하이드로제네이티드레시틴, 글리세릴스테아레이트시트레이트, 폴리아크릴레이트크로스폴리머-6, 글리세릴글루코사이드, 잔탄검, 돌콩오일불검화물, 밀배아오일불검화물, 토코페롤, 아이소말트, 수크로오스코코에이트, 콜레스테롤, 글루코노락톤, 에틸헥실글리세린, 팔미틱애씨드, 카프릴릭/카프릭트라이글리세라이드, 꽃가루추출물, 다이소듐이디티에이, 소듐하이알루로네이트, 자일리틸글루코사이드, 안하이드로자일리톨, t-부틸알코올, 폴리글리세릴-10스테아레이트, 폴리글리세릴-10올리에이트, 자일리톨, 글루코오스, 알루미늄/마그네슘하이드록사이드스테아레이트, 미리스틱애씨드, 흰목이버섯폴리사카라이드, 소듐스테아로일글루타메이트, 스테아릭애씨드, 7-데하이드로콜레스테롤, 소듐아스코빌포스페이트, 칼슘클로라이드, 포도즙추출물, 피톨"
제로이드 인텐시브 로션,제로이드,skincare,lotion,A000000250632,13,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250632&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=14,"정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 프로판다이올, 세테아릴알코올, 올리브오일, 솔비탄스테아레이트, 식물성스쿠알란, 다이메티콘, 스테아릭애씨드, 1,2-헥산다이올, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이, 메틸카프로오일타이로지네이트, 세틸팔미테이트, 솔비탄팔미테이트, 솔비탄올리베이트, 글리세릴스테아레이트, 카놀라오일, 피토스테롤, 토코페릴아세테이트, 비사보롤, 잔탄검, 카보머, 알지닌, 소듐하이알루로네이트, 글리세릴스테아레이트에스이, 메틸글루코오스세스퀴스테아레이트, 카프릴릴글라이콜, 다이소듐이디티에이"
아누아 어성초 77 히알루론산 수분 진정 로션,아누아,skincare,lotion,A000000248426,14,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248426&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=15,"약모밀꽃/잎/줄기수(77%), 글리세린, 에틸헥실스테아레이트, 1,2-헥산다이올, 글리세릴스테아레이트시트레이트, 메틸프로판다이올, 백미꽃추출물, 접시꽃추출물, 메틸트라이메티콘, 펜틸렌글라이콜, 하이드로제네이티드폴리(C6-14올레핀), 부틸렌글라이콜, 정제수, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 글리세릴스테아레이트, 폴리글리세릴-3다이스테아레이트, 베타인, 글리세릴글루코사이드, 하이드로제네이티드레시틴, 트로메타민, 소듐스테아로일글루타메이트, 에틸헥실글리세린, 다이포타슘글리시리제이트, 소듐파이테이트, 베타-글루칸, 토코페롤, 하이드롤라이즈드하이알루로닉애씨드(1.5ppb), 하이알루로닉애씨드(1ppb), 소듐하이알루로네이트(1ppb), 다이메틸실란올하이알루로네이트(1.5ppb), 하이드롤라이즈드소듐하이알루로네이트(1.5ppb), 포타슘하이알루로네이트(1ppb), 하이드록시프로필트라이모늄하이알루로네이트(0.8ppb), 소듐하이알루로네이트크로스폴리머(0.8ppb), 소듐하이알루로네이트다이메틸실란올(0.5ppb), 소듐아세틸레이티드하이알루로네이트(0.4ppb), 판테놀, 쿼세틴, 아이소쿼시트린, 약모밀소포(0.1ppb), 카보머"
우르오스 올인원 스킨로션,우르오스,skincare,lotion,A000000006564,15,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000006564&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=16,"정제수, 에탄올, 펜틸렌글라이콜, 글리세린, 베타인, 피이지-6, 피이지-32, 아데노신포스페이트, 소듐하이드록사이드, 소듐다이라우미도글루타미드라이신, 피피지-6-데실테트라데세스-30, 알진, 시트릭애씨드, 소듐하이알루로네이트, 스타아니스열매/씨오일, 서양측백나무잎오일, 아틀라스시다나무껍질오일, 라반딘오일, 라임전초오일, 페퍼민트오일, 구주소나무잎오일, 로즈마리잎오일, 페녹시에탄올, 터펜틴, 리날룰"
아이디얼포맨 프레시 올인원,아이디얼포맨,skincare,lotion,A000000250298,16,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250298&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=17,"정제수,다이프로필렌글라이콜,메틸프로판다이올,1,2-헥산다이올,글리세레스-26,나이아신아마이드,사이클로헥사실록세인,글리세린,카프릴릭/카프릭트라이글리세라이드,다시마추출물,한련초잎추출물,실버위드추출물,귀리커넬추출물,아티초크잎추출물,목면꽃추출물,감나무잎추출물,포도추출물,잇꽃꽃추출물,커피콩추출물,호장근뿌리추출물,녹차추출물,밤껍질추출물,초피나무열매추출물,하이드로제네이티드레시틴,녹차수,소듐하이알루로네이트,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,에틸헥실글리세린,글리세릴폴리메타크릴레이트,아데노신,프룩토올리고사카라이드,베타-글루칸,폴리쿼터늄-51,하이드롤라이즈드하이알루로닉애씨드,부틸렌글라이콜,락토바실러스발효물,토코페롤,카프릴릴글라이콜,프로판다이올,하이드롤라이즈드소듐하이알루로네이트,수크로오스다이스테아레이트,하이드록시프로필사이클로덱스트린,향료"
토리든 다이브인 포맨 저분자 히알루론산 올인원,토리든,skincare,lotion,A000000207111,17,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207111&dispCatNo=100000100010016&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A1%9C%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=18,"정제수, 글리세린, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 1,2-헥산다이올, 판테놀, 아데노신, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 알란토인, 징크피씨에이, 글리세레스-26, 펜틸렌글라이콜, 2,3-부탄다이올, 우레아, 트로메타민, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 하이드록시에틸우레아, C12-20알킬글루코사이드, 잔탄검, 다이소듐이디티에이, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 솔비탄아이소스테아레이트, 소듐아세테이트, 비닐다이메티콘, C14-22알코올, 다이펩타이드-2, 글루코오스, 에틸헥실글리세린"
